player_id,player_name,recent_team,season,week,position,completions,attempts,passing_yards,passing_tds,interceptions,carries,rushing_yards,rushing_tds,targets,receptions,receiving_yards,receiving_tds,fantasy_points_ppr
00-0023459,A.Rodgers,NYJ,2023,1,QB,0,1,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
00-0026498,M.Stafford,LA,2023,1,QB,24,38,334.0,0,0.0,3,11.0,0,0,0,0.0,0,14.46
00-0028002,R.Cobb,NYJ,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,1,0,0.0,0,0.0
00-0028118,T.Taylor,NYG,2023,1,QB,2,2,6.0,0,0.0,0,0.0,0,0,0,0.0,0,0.24
00-0029263,R.Wilson,DEN,2023,1,QB,27,34,177.0,2,0.0,1,1.0,0,0,0,0.0,0,15.18
00-0029293,M.Jones,DET,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,6,2,8.0,0,0.8
00-0029604,K.Cousins,MIN,2023,1,QB,33,44,344.0,2,1.0,3,7.0,0,0,0,0.0,0,16.46
00-0029701,R.Tannehill,TEN,2023,1,QB,16,34,198.0,0,3.0,3,5.0,0,0,0,0.0,0,2.42
00-0030035,A.Thielen,CAR,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,2,2,12.0,0,3.2
00-0030061,Z.Ertz,ARI,2023,1,TE,0,0,0.0,0,0.0,0,0.0,0,10,6,21.0,0,8.1
00-0030068,M.Goodwin,CLE,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,2,0,0.0,0,0.0
00-0030279,K.Allen,LAC,2023,1,WR,0,0,0.0,0,0.0,2,6.0,0,9,6,76.0,0,14.2
00-0030431,R.Woods,HOU,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,10,6,57.0,0,11.7
00-0030513,L.Murray,BUF,2023,1,RB,0,0,0.0,0,0.0,2,8.0,0,2,1,9.0,0,2.7
00-0030564,D.Hopkins,TEN,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,13,7,65.0,0,13.5
00-0030565,G.Smith,SEA,2023,1,QB,16,26,112.0,1,0.0,1,6.0,0,0,0,0.0,0,9.08
00-0031235,O.Beckham,BAL,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,3,2,37.0,0,5.7
00-0031236,B.Cooks,DAL,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,4,2,22.0,0,4.2
00-0031260,L.Thomas,WAS,2023,1,TE,0,0,0.0,0,0.0,0,0.0,0,8,4,43.0,0,8.3
00-0031280,D.Carr,NO,2023,1,QB,23,33,305.0,1,1.0,3,4.0,0,0,0,0.0,0,14.6
00-0031345,J.Garoppolo,LV,2023,1,QB,20,26,200.0,2,1.0,9,11.0,0,0,0,0.0,0,15.1
00-0031376,J.McKinnon,KC,2023,1,RB,0,0,0.0,0,0.0,0,0.0,0,2,1,10.0,0,2.0
00-0031381,D.Adams,LV,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,9,6,66.0,0,12.6
00-0031408,M.Evans,TB,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,10,6,66.0,1,18.6
00-0031428,A.Robinson,PIT,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,8,5,64.0,0,11.4
00-0031544,A.Cooper,CLE,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,7,3,37.0,0,6.7
00-0031588,S.Diggs,BUF,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,13,10,102.0,1,26.2
00-0031595,M.Burton,DEN,2023,1,FB,0,0,0.0,0,0.0,0,0.0,0,1,1,3.0,0,1.3
00-0031610,D.Waller,NYG,2023,1,TE,0,0,0.0,0,0.0,0,0.0,0,5,3,36.0,0,6.6
00-0031687,R.Mostert,MIA,2023,1,RB,0,0,0.0,0,0.0,10,37.0,1,2,2,13.0,0,13.0
00-0031763,D.Carter,LV,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,1,1,5.0,0,1.5
00-0032062,B.Bell,KC,2023,1,TE,0,0,0.0,0,0.0,0,0.0,0,3,2,12.0,1,9.2
00-0032104,A.Abdullah,LV,2023,1,RB,0,0,0.0,0,0.0,0,0.0,0,1,0,0.0,0,0.0
00-0032200,T.Montgomery,NE,2023,1,WR,0,0,0.0,0,0.0,1,7.0,0,3,2,9.0,0,3.6
00-0032208,P.Dorsett,DEN,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,1,0,0.0,0,0.0
00-0032211,T.Lockett,SEA,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,4,2,10.0,0,3.0
00-0032385,S.Shepard,NYG,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,1,0,0.0,0,0.0
00-0032392,A.Hooper,LV,2023,1,TE,0,0,0.0,0,0.0,0,0.0,0,1,1,20.0,0,3.0
00-0032398,C.Moore,TEN,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,1,0,0.0,0,0.0
00-0032464,K.Raymond,DET,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,1,1,20.0,0,3.0
00-0032764,D.Henry,TEN,2023,1,RB,0,0,0.0,0,0.0,15,63.0,0,3,2,56.0,0,13.9
00-0032765,M.Thomas,NO,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,8,5,61.0,0,11.1
00-0032918,C.Ham,MIN,2023,1,FB,0,0,0.0,0,0.0,0,0.0,0,3,2,7.0,0,2.7
00-0033009,T.Boyd,CIN,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,3,2,10.0,0,3.0
00-0033040,T.Hill,MIA,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,15,11,215.0,2,44.5
00-0033045,E.Elliott,NE,2023,1,RB,0,0,0.0,0,0.0,7,29.0,0,7,5,14.0,0,7.3
00-0033077,D.Prescott,DAL,2023,1,QB,13,24,143.0,0,0.0,1,6.0,0,0,0,0.0,0,6.32
00-0033090,H.Henry,NE,2023,1,TE,0,0,0.0,0,0.0,0,0.0,0,6,5,56.0,1,16.6
00-0033106,J.Goff,DET,2023,1,QB,22,35,253.0,1,0.0,5,-1.0,0,0,0,0.0,0,14.02
00-0033110,T.Higbee,LA,2023,1,TE,0,0,0.0,0,0.0,0,0.0,0,3,3,49.0,0,7.9
00-0033217,M.Alie-Cox,IND,2023,1,TE,0,0,0.0,0,0.0,0,0.0,0,2,0,0.0,0,0.0
00-0033251,Z.Pascal,ARI,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,1,0,0.0,0,0.0
00-0033280,C.McCaffrey,SF,2023,1,RB,0,0,0.0,0,0.0,22,152.0,1,5,3,17.0,0,25.9
00-0033282,C.Samuel,WAS,2023,1,WR,0,0,0.0,0,0.0,1,6.0,0,5,5,54.0,0,11.0
00-0033288,G.Kittle,SF,2023,1,TE,0,0,0.0,0,0.0,0,0.0,0,6,3,19.0,0,4.9
00-0033293,A.Jones,GB,2023,1,RB,0,0,0.0,0,0.0,9,41.0,1,4,2,86.0,1,26.7
00-0033307,K.Bourne,NE,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,11,6,64.0,2,24.4
00-0033308,M.Breida,NYG,2023,1,RB,0,0,0.0,0,0.0,2,9.0,0,1,1,-3.0,0,1.6
00-0033357,T.Hill,NO,2023,1,TE,0,0,0.0,0,0.0,3,4.0,0,1,0,0.0,0,0.4
00-0033526,S.Perine,DEN,2023,1,RB,0,0,0.0,0,0.0,8,41.0,0,4,4,37.0,0,11.8
00-0033536,M.Williams,LAC,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,5,4,45.0,0,8.5
00-0033537,D.Watson,CLE,2023,1,QB,16,29,154.0,1,1.0,5,45.0,1,0,0,0.0,0,20.66
00-0033553,J.Conner,ARI,2023,1,RB,0,0,0.0,0,0.0,14,62.0,0,5,5,8.0,0,12.0
00-0033555,M.Hollins,ATL,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,4,3,31.0,0,6.1
00-0033557,J.Reeves-Maybin,DET,2023,1,OLB,0,0,0.0,0,0.0,1,3.0,0,0,0,0.0,0,0.3
00-0033572,J.Agnew,JAX,2023,1,WR,0,0,0.0,0,0.0,2,-2.0,0,0,0,0.0,0,-0.2
00-0033591,N.Brown,HOU,2023,1,WR,0,0,0.0,0,0.0,1,-1.0,0,4,3,20.0,0,4.9
00-0033662,C.Rush,DAL,2023,1,QB,0,1,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
00-0033699,A.Ekeler,LAC,2023,1,RB,0,0,0.0,0,0.0,16,117.0,1,5,4,47.0,0,26.4
00-0033857,J.Smith-Schuster,NE,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,7,4,33.0,0,7.3
00-0033873,P.Mahomes,KC,2023,1,QB,21,39,226.0,2,1.0,6,45.0,0,0,0,0.0,0,19.54
00-0033881,E.Engram,JAX,2023,1,TE,0,0,0.0,0,0.0,0,0.0,0,5,5,49.0,0,9.9
00-0033885,D.Njoku,CLE,2023,1,TE,0,0,0.0,0,0.0,0,0.0,0,3,2,24.0,0,4.4
00-0033891,Z.Jones,JAX,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,7,5,55.0,1,16.5
00-0033893,D.Cook,NYJ,2023,1,RB,0,0,0.0,0,0.0,13,33.0,0,3,3,26.0,0,8.9
00-0033895,G.Everett,LAC,2023,1,TE,0,0,0.0,0,0.0,1,2.0,0,3,2,21.0,0,4.3
00-0033897,J.Mixon,CIN,2023,1,RB,0,0,0.0,0,0.0,13,56.0,0,5,3,17.0,0,10.3
00-0033921,C.Godwin,TB,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,6,5,51.0,0,10.1
00-0033925,D.Foreman,CHI,2023,1,RB,0,0,0.0,0,0.0,5,16.0,0,3,2,8.0,0,4.4
00-0033943,J.Reynolds,DET,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,7,4,80.0,0,12.0
00-0033948,J.Williams,NO,2023,1,RB,0,0,0.0,0,0.0,18,45.0,0,2,2,7.0,0,7.2
00-0033949,J.Dobbs,ARI,2023,1,QB,21,30,132.0,0,0.0,3,-3.0,0,0,0,0.0,0,2.98
00-0034054,R.Cracraft,MIA,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,5,3,40.0,1,13.0
00-0034159,W.Dissly,SEA,2023,1,TE,0,0,0.0,0,0.0,0,0.0,0,2,2,17.0,0,3.7
00-0034184,G.Edwards,BAL,2023,1,RB,0,0,0.0,0,0.0,8,32.0,0,0,0,0.0,0,5.2
00-0034208,M.Boone,HOU,2023,1,RB,0,0,0.0,0,0.0,0,0.0,0,4,3,18.0,0,4.8
00-0034270,T.Conklin,NYJ,2023,1,TE,0,0,0.0,0,0.0,0,0.0,0,1,1,2.0,0,1.2
00-0034272,M.Valdes-Scantling,KC,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,2,2,48.0,0,6.8
00-0034286,R.James,KC,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,2,1,6.0,0,1.6
00-0034317,K.Kirkwood,NO,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,1,0,0.0,0,0.0
00-0034348,C.Sutton,DEN,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,5,4,32.0,1,13.2
00-0034351,D.Goedert,PHI,2023,1,TE,0,0,0.0,0,0.0,0,0.0,0,1,0,0.0,0,0.0
00-0034364,J.Akins,CLE,2023,1,TE,0,0,0.0,0,0.0,0,0.0,0,1,1,12.0,0,2.2
00-0034383,D.Schultz,HOU,2023,1,TE,0,0,0.0,0,0.0,0,0.0,0,4,2,4.0,0,2.4
00-0034386,J.Watson,KC,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,4,2,45.0,0,6.5
00-0034414,B.Scott,PHI,2023,1,RB,0,0,0.0,0,0.0,1,3.0,0,1,1,7.0,0,2.0
00-0034419,B.Berrios,MIA,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,5,3,42.0,0,7.2
00-0034521,A.Lazard,NYJ,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,4,2,46.0,0,6.6
00-0034681,C.Edmonds,TB,2023,1,RB,0,0,0.0,0,0.0,2,8.0,0,0,0,0.0,0,0.8
00-0034764,M.Gallup,DAL,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,2,1,10.0,0,2.0
00-0034775,C.Kirk,JAX,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,3,1,9.0,0,1.9
00-0034791,N.Chubb,CLE,2023,1,RB,0,0,0.0,0,0.0,18,106.0,0,4,4,21.0,0,16.7
00-0034796,L.Jackson,BAL,2023,1,QB,17,22,169.0,0,1.0,6,38.0,0,0,0,0.0,0,6.56
00-0034798,D.Smythe,MIA,2023,1,TE,0,0,0.0,0,0.0,0,0.0,0,7,3,44.0,0,7.4
00-0034827,D.Moore,CHI,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,2,2,25.0,0,4.5
00-0034829,M.Gesicki,NE,2023,1,TE,0,0,0.0,0,0.0,0,0.0,0,3,3,36.0,0,6.6
00-0034830,H.Hurst,CAR,2023,1,TE,0,0,0.0,0,0.0,0,0.0,0,7,5,41.0,1,15.1
00-0034837,C.Ridley,JAX,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,11,8,101.0,1,24.1
00-0034844,S.Barkley,NYG,2023,1,RB,0,0,0.0,0,0.0,12,51.0,0,4,3,12.0,0,9.3
00-0034855,B.Mayfield,TB,2023,1,QB,21,34,173.0,2,0.0,8,11.0,0,0,0,0.0,0,16.02
00-0034857,J.Allen,BUF,2023,1,QB,29,41,236.0,1,3.0,6,36.0,0,0,0,0.0,0,11.04
00-0034869,S.Darnold,SF,2023,1,QB,0,0,0.0,0,0.0,2,-2.0,0,0,0,0.0,0,-0.2
00-0034960,J.Meyers,LV,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,10,9,81.0,2,29.1
00-0034970,I.Smith,CIN,2023,1,TE,0,0,0.0,0,0.0,0,0.0,0,5,3,17.0,0,4.7
00-0034972,A.Mattison,MIN,2023,1,RB,0,0,0.0,0,0.0,11,34.0,0,4,3,10.0,1,13.4
00-0034975,J.Hill,BAL,2023,1,RB,0,0,0.0,0,0.0,8,9.0,2,0,0,0.0,0,12.9
00-0035099,K.Blasingame,CHI,2023,1,FB,0,0,0.0,0,0.0,0,0.0,0,1,0,0.0,0,0.0
00-0035100,J.Browning,CIN,2023,1,QB,0,1,0.0,0,0.0,1,-1.0,0,0,0,0.0,0,-0.1
00-0035125,A.Ingold,MIA,2023,1,FB,0,0,0.0,0,0.0,0,0.0,0,2,2,34.0,0,5.4
00-0035215,D.Harty,BUF,2023,1,WR,0,0,0.0,0,0.0,1,4.0,0,4,3,9.0,0,4.3
00-0035216,D.Johnson,PIT,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,6,3,48.0,0,7.8
00-0035229,T.Hockenson,MIN,2023,1,TE,0,0,0.0,0,0.0,0,0.0,0,9,8,35.0,0,11.5
00-0035243,M.Sanders,CAR,2023,1,RB,0,0,0.0,0,0.0,18,72.0,0,6,4,26.0,0,11.8
00-0035249,J.Oliver,MIN,2023,1,TE,0,0,0.0,0,0.0,0,0.0,0,3,3,32.0,0,6.2
00-0035250,D.Singletary,HOU,2023,1,RB,0,0,0.0,0,0.0,7,15.0,0,0,0,0.0,0,1.5
00-0035261,T.Pollard,DAL,2023,1,RB,0,0,0.0,0,0.0,14,70.0,2,3,2,12.0,0,22.2
00-0035289,G.Minshew,IND,2023,1,QB,0,2,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
00-0035291,T.Williams,CIN,2023,1,RB,0,0,0.0,0,0.0,2,7.0,0,0,0,0.0,0,0.7
00-0035329,D.Parham,LAC,2023,1,TE,0,0,0.0,0,0.0,0,0.0,0,3,3,22.0,1,11.2
00-0035406,L.Humphrey,DEN,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,2,2,11.0,1,9.1
00-0035535,D.Slayton,NYG,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,5,3,15.0,0,4.5
00-0035628,D.Johnson,JAX,2023,1,RB,0,0,0.0,0,0.0,1,-4.0,0,0,0,0.0,0,-0.4
00-0035639,P.Campbell,NYG,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,4,1,2.0,0,1.2
00-0035640,D.Metcalf,SEA,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,5,3,47.0,1,13.7
00-0035657,D.Harris,BUF,2023,1,RB,0,0,0.0,0,0.0,1,3.0,0,2,2,16.0,0,3.9
00-0035659,T.McLaurin,WAS,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,4,2,31.0,0,5.1
00-0035662,M.Brown,ARI,2023,1,WR,0,0,0.0,0,0.0,1,29.0,0,5,3,28.0,0,8.7
00-0035676,A.Brown,PHI,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,10,7,79.0,0,14.9
00-0035685,D.Montgomery,DET,2023,1,RB,0,0,0.0,0,0.0,21,74.0,1,0,0,0.0,0,13.4
00-0035689,D.Knox,BUF,2023,1,TE,0,0,0.0,0,0.0,0,0.0,0,4,3,25.0,0,5.5
00-0035700,J.Jacobs,LV,2023,1,RB,0,0,0.0,0,0.0,19,48.0,0,3,2,23.0,0,9.1
00-0035710,D.Jones,NYG,2023,1,QB,15,28,104.0,0,2.0,13,43.0,0,0,0,0.0,0,4.46
00-0035719,D.Samuel,SF,2023,1,WR,0,0,0.0,0,0.0,2,8.0,0,7,5,55.0,0,11.3
00-0035860,T.Jones,NO,2023,1,RB,0,0,0.0,0,0.0,1,5.0,0,0,0,0.0,0,0.5
00-0035956,G.Ricci,CAR,2023,1,TE,0,0,0.0,0,0.0,0,0.0,0,1,1,2.0,0,1.2
00-0035973,P.Taylor,GB,2023,1,RB,0,0,0.0,0,0.0,5,22.0,0,0,0,0.0,0,2.2
00-0036020,S.Ahmed,MIA,2023,1,RB,0,0,0.0,0,0.0,3,11.0,0,3,0,0.0,0,1.1
00-0036040,J.Johnson,NO,2023,1,TE,0,0,0.0,0,0.0,0,0.0,0,5,3,36.0,0,6.6
00-0036139,R.Dowdle,DAL,2023,1,RB,0,0,0.0,0,0.0,6,24.0,0,0,0,0.0,0,2.4
00-0036145,L.Cager,NYG,2023,1,TE,0,0,0.0,0,0.0,0,0.0,0,2,2,17.0,0,3.7
00-0036158,J.Dobbins,BAL,2023,1,RB,0,0,0.0,0,0.0,8,22.0,1,3,2,15.0,0,11.7
00-0036165,I.Hodgins,NYG,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,3,1,24.0,0,1.4
00-0036182,N.Westbrook-Ikhine,TEN,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,7,4,58.0,0,9.8
00-0036196,G.Davis,BUF,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,4,2,32.0,0,5.2
00-0036212,T.Tagovailoa,MIA,2023,1,QB,28,45,466.0,3,1.0,5,5.0,0,0,0,0.0,0,27.14
00-0036232,H.Bryant,CLE,2023,1,TE,0,0,0.0,0,0.0,0,0.0,0,2,2,5.0,1,8.5
00-0036233,D.Peoples-Jones,CLE,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,2,1,12.0,0,2.2
00-0036244,C.Parkinson,SEA,2023,1,TE,0,0,0.0,0,0.0,0,0.0,0,2,1,8.0,0,1.8
00-0036252,M.Pittman,IND,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,11,8,97.0,1,23.7
00-0036259,J.Jennings,SF,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,1,0,0.0,0,0.0
00-0036261,B.Aiyuk,SF,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,8,8,129.0,2,32.9
00-0036264,J.Love,GB,2023,1,QB,15,27,245.0,3,0.0,3,12.0,0,0,0,0.0,0,23.0
00-0036265,A.Dillon,GB,2023,1,RB,0,0,0.0,0,0.0,13,19.0,0,3,2,17.0,0,5.6
00-0036268,L.Shenault,CAR,2023,1,WR,0,0,0.0,0,0.0,2,5.0,0,2,2,16.0,0,4.1
00-0036271,Q.Watkins,PHI,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,2,2,17.0,0,3.7
00-0036275,D.Swift,PHI,2023,1,RB,0,0,0.0,0,0.0,1,3.0,0,2,1,0.0,0,1.3
00-0036287,N.Igbinoghene,DAL,2023,1,CB,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,6.0
00-0036290,C.Kmet,CHI,2023,1,TE,0,0,0.0,0,0.0,1,0.0,0,7,5,44.0,0,9.4
00-0036309,D.Mooney,CHI,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,7,4,53.0,1,15.3
00-0036322,J.Jefferson,MIN,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,12,9,150.0,0,24.0
00-0036326,C.Claypool,CHI,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,2,0,0.0,0,0.0
00-0036328,A.Gibson,WAS,2023,1,RB,0,0,0.0,0,0.0,3,9.0,0,1,1,10.0,0,0.9
00-0036336,A.McFarland,PIT,2023,1,RB,0,0,0.0,0,0.0,0,0.0,0,2,2,11.0,0,3.1
00-0036345,K.Osborn,MIN,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,6,3,31.0,0,6.1
00-0036355,J.Herbert,LAC,2023,1,QB,23,33,229.0,1,0.0,5,17.0,1,0,0,0.0,0,20.86
00-0036358,C.Lamb,DAL,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,4,4,77.0,0,11.7
00-0036360,C.Edwards-Helaire,KC,2023,1,RB,0,0,0.0,0,0.0,6,22.0,0,1,1,7.0,0,3.9
00-0036370,J.Kelley,LAC,2023,1,RB,0,0,0.0,0,0.0,16,91.0,1,1,0,0.0,0,15.1
00-0036389,J.Hurts,PHI,2023,1,QB,22,33,170.0,1,0.0,9,37.0,0,0,0,0.0,0,12.5
00-0036410,T.Higgins,CIN,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,8,0,0.0,0,0.0
00-0036414,C.Akers,LA,2023,1,RB,0,0,0.0,0,0.0,22,29.0,1,0,0,0.0,0,8.9
00-0036415,V.Jefferson,LA,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,5,4,24.0,0,6.4
00-0036422,A.Trautman,DEN,2023,1,TE,0,0,0.0,0,0.0,0,0.0,0,5,5,34.0,0,8.4
00-0036424,B.Hopkins,LA,2023,1,TE,0,0,0.0,0,0.0,0,0.0,0,2,1,21.0,0,3.1
00-0036425,D.Dallas,SEA,2023,1,RB,0,0,0.0,0,0.0,2,4.0,0,1,1,14.0,0,2.8
00-0036442,J.Burrow,CIN,2023,1,QB,14,31,82.0,0,0.0,1,-1.0,0,0,0,0.0,0,3.18
00-0036493,D.Jackson,IND,2023,1,RB,0,0,0.0,0,0.0,13,14.0,0,6,5,14.0,0,3.8
00-0036550,R.Bateman,BAL,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,3,3,35.0,0,6.5
00-0036554,N.Collins,HOU,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,11,6,80.0,0,14.0
00-0036555,C.Hubbard,CAR,2023,1,RB,0,0,0.0,0,0.0,9,60.0,0,2,2,9.0,0,8.9
00-0036567,E.Mitchell,SF,2023,1,RB,0,0,0.0,0,0.0,5,10.0,0,1,0,0.0,0,1.0
00-0036569,G.Brightwell,NYG,2023,1,RB,0,0,0.0,0,0.0,1,5.0,0,2,2,6.0,0,3.1
00-0036613,J.Waddle,MIA,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,5,4,78.0,0,11.8
00-0036637,N.Gray,KC,2023,1,TE,0,0,0.0,0,0.0,0,0.0,0,5,3,31.0,0,6.1
00-0036754,B.Wright,DET,2023,1,TE,0,0,0.0,0,0.0,0,0.0,0,2,2,17.0,0,3.7
00-0036849,T.Atwell,LA,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,8,6,119.0,0,17.9
00-0036857,C.Evans,CIN,2023,1,RB,0,0,0.0,0,0.0,2,12.0,0,1,1,-1.0,0,2.1
00-0036860,J.Funk,IND,2023,1,RB,0,0,0.0,0,0.0,2,10.0,0,1,1,12.0,0,3.2
00-0036862,B.Skowronek,LA,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,2,0,0.0,0,0.0
00-0036875,R.Stevenson,NE,2023,1,RB,0,0,0.0,0,0.0,12,25.0,0,6,6,64.0,0,14.9
00-0036876,K.Granson,IND,2023,1,TE,0,0,0.0,0,0.0,0,0.0,0,6,4,39.0,0,7.9
00-0036893,N.Harris,PIT,2023,1,RB,0,0,0.0,0,0.0,6,31.0,0,2,2,2.0,0,5.3
00-0036894,P.Freiermuth,PIT,2023,1,TE,0,0,0.0,0,0.0,0,0.0,0,4,1,3.0,1,7.3
00-0036900,J.Chase,CIN,2023,1,WR,0,0,0.0,0,0.0,1,2.0,0,9,5,39.0,0,9.1
00-0036906,K.Herbert,CHI,2023,1,RB,0,0,0.0,0,0.0,9,27.0,0,5,3,37.0,0,11.4
00-0036912,D.Smith,PHI,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,10,7,47.0,1,17.7
00-0036913,K.Toney,KC,2023,1,WR,0,0,0.0,0,0.0,1,-1.0,0,5,1,1.0,0,1.0
00-0036919,K.Gainwell,PHI,2023,1,RB,0,0,0.0,0,0.0,14,54.0,0,4,4,20.0,0,11.4
00-0036924,M.Carter,NYJ,2023,1,RB,0,0,0.0,0,0.0,1,6.0,0,2,2,12.0,0,3.8
00-0036936,R.Moore,ARI,2023,1,WR,0,0,0.0,0,0.0,2,12.0,0,3,3,33.0,0,7.5
00-0036945,J.Fields,CHI,2023,1,QB,24,37,216.0,1,1.0,9,59.0,0,0,0,0.0,0,14.54
00-0036955,T.Marshall,CAR,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,6,2,23.0,0,4.3
00-0036963,A.St. Brown,DET,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,9,6,71.0,1,19.1
00-0036970,K.Pitts,ATL,2023,1,TE,0,0,0.0,0,0.0,0,0.0,0,3,2,44.0,0,6.4
00-0036971,T.Lawrence,JAX,2023,1,QB,24,32,241.0,2,1.0,7,21.0,0,0,0,0.0,0,17.74
00-0036972,M.Jones,NE,2023,1,QB,35,54,316.0,3,1.0,2,15.0,0,0,0,0.0,0,24.14
00-0036973,T.Etienne,JAX,2023,1,RB,0,0,0.0,0,0.0,18,77.0,1,5,5,27.0,0,21.4
00-0036980,E.Moore,CLE,2023,1,WR,0,0,0.0,0,0.0,2,19.0,0,7,3,43.0,0,9.2
00-0036988,J.Palmer,LAC,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,1,1,4.0,0,1.4
00-0036997,J.Williams,DEN,2023,1,RB,0,0,0.0,0,0.0,13,52.0,0,6,4,5.0,0,9.7
00-0037013,Z.Wilson,NYJ,2023,1,QB,14,21,140.0,1,1.0,4,6.0,0,0,0,0.0,0,8.2
00-0037077,S.Howell,WAS,2023,1,QB,19,31,202.0,1,1.0,2,11.0,1,0,0,0.0,0,15.18
00-0037078,C.Turner,WAS,2023,1,TE,0,0,0.0,0,0.0,0,0.0,0,2,1,17.0,0,2.7
00-0037098,S.Toure,GB,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,3,2,18.0,0,3.8
00-0037197,I.Pacheco,KC,2023,1,RB,0,0,0.0,0,0.0,8,23.0,0,4,4,31.0,0,9.4
00-0037216,J.Ross,KC,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,1,1,6.0,0,1.6
00-0037228,J.Warren,PIT,2023,1,RB,0,0,0.0,0,0.0,3,6.0,0,6,5,12.0,0,6.8
00-0037238,D.London,ATL,2023,1,WR,0,0,0.0,0,0.0,0,0.0,0,1,0,0.0,0,0.0
